Review,Rating
"service service, arrived renaissance friday expecting work renovations taking place hotel certainly not 5 star walking corridors like college hospital overall feel not feel relaxed certainly not european 5 star hotels.our purpose use hotel base city did not use restaurant facilities not comment those.the hotel lobby pungent sewer smell occasions not sort thing expect 5 star hotel.this leads expedia booked booked phone agents centre, expressly asked twin beds told booking basis.on arrival hotel told double bed room no rooms available, 4pm afternoon asked put-up bed installed room reception said chasing times.we checked later evening returning not told no put-up beds available.we managed change room twin following day.so summary sort hotel not not 5 star not rate service based experience, money better deal city doubt.in addition not book hotel accommodation expedia told thing arrival given another.the hotel did little help return chain again.hope helps,  ",0
"not bad couldve better, arrived wednesday staying town sunday, night theres little girls softball team staying family reunion taking place hotel, hit pool water clean walls filthy need major scrubbing, no wireless internet available rooms lobby cord connect free, bell guy stalked 3 women called 11 night ask ac working called report problem, room ok clean hotel capacity weekend service turned bad, housekeeping came saturday just took garbage beds, didnt clean left new towels, called desk said going check happened, 2 elevators 8 floors having ppl hotel adventure lobby time small continental breakfast area, overall wouldnt stay, hotel located area renovation hurricane katrina looks desolated feels like ghost town, time save money stay closer downtown,  ",0
"disappointed husband stayed hotel weekend mainly attended concert o2 arena, hotel extremely difficult not signposted complicate matters hotel appears middle building site, check-in friendly efficient.rooms clean.restaurant appears like cafe food average, staff friendly opinion appear little clueless.one word advice ensure valuables probably disappeared return stay,  ",0
"totally misleading, worst hotel, looked line looked ok got really surprised, looked nothing like on-line photo looking really run, room crappy bathroom looked like total dump, did n't feel safe hotel nor did feel safe walking outside hotel gangster-land, no wonder cheap, not stay seriously,  ",0
"big disappointment, desperate need major refurbishment hotel let badly poor housekeeping service standards, room 1st level overlooking hickson st. dark dingy tired, room unique architectural features heavy timber beams large steel trusses original conversion historic waterfront warehouse make interesting change not covered 2cms, dust, hotel staff young inexperienced lacking polish expected hotel calibre, stressed overworked unsupervised duration stay.this fantastic establishment considering location heritage mirvac group need act big way make commitment restoring hotel rightful place sydney finest,  ",0
"not holiday paradise promised husband stayed june 2008 honestly say wish hadn t bothered.the beach fantastic just nothing day, organised activities absolute shambles, not fluent spanish know time, room smelt damp towels fetching shade grey, food barely edible, don t eat dominican resteraunt, did night ill stomach cramps trots, outside complex unless organised excursion, m glad did meant good day week, m really pleased weren t fortnight.from beverley newcastle,  ",0
"disappointed thought ok hotel money wrong, rooms small kind strange smell, location bad, highway busy road, need subway wait shuttle, miss lot people waiting standing 30-40 minutes, restaurant hotel just walk, far away, desk people attitude makes feel thankful staying, rude, not recommend staying unless want experience disappointment like,  ",0
"peckham amsterdam hotel miles amsterdam 30 minutes tram no right near central station attractions.the hotel clean tidy town not want return night tiles, resides industrial estate surrounded motorway fly-overs building sites, safe way return end day hire taxi going cost 20 euros time.the staff friendly unobtainable, whilst staying witnessed complaints customers breakfast frankly shambles, n't room hours key\lock broken did unpleasant smell coming toilet.when account taxi fares better booking closer centre amsterdam,  ",0
"badly overvalued really fail grasp makes hotel attractive, yes location good hotel mile radius victoria great location, location int centre amsterdam great, yes 4 star hotel 4 star hotels really offer value money, victoria experience disappointing, arrived 10am join meeting 1pm university, unfortunately check-in officers wanted wait official check-in time 2pm, 10:00 clock mentioned no room available clear lie, upgrade larger size 50 euro, goes expedia offer thing welcomed oversized room tv bottle water placed table room featuring price tag 6 euros, absurd flat water, bottle neatly summarizes victoria clearly wallet, wireless internet story 5 euro 30 minutes ticket expires 30 minutes irrespective use connection, note hotel alley internet cafe mcdonalds charges 1.50 euro hour including skype use 30 minutes time stay.what return money pay, not lot impress interior design old-fashioned no tv-speaker bathroom, service poor, employees narrow job descriptions hanging lot, not really help need things ask not turf, checking checking took long, cues desk mid-day, porters not took minutes luggage designated room, rooms annexe means lot hassle room, not non-smoking hotel smoke welcomes lobby, i__Ç_é experienced traveller 4 5 star hotel created hassle expected, strict absurd check time 2pm knowing travellers arrive early morning absurd price wireless ussr style service staff outdated interior design shades brown tolerance smokers urge really think twice visiting hotel, lot bang buck hotels,  ",0
"loud poorly built starwood platinum member not believe starwood allows property operate.rooms dirty desparate need renovation different suites ended tranfering regular room quiet, sound proofing terrible rooms hear bar noise night.this hotel good single traveler wants late night bar scene downstairs expat men, exacting traveler stick seasons marriott door nicer rooms.the hotel nice location, staff kind really not make poor construction failure maintain property.i not,  ",0
"hole wall great cruise princess wanted relax san juan 3 days, arrived condado booked, people confirmation previous day waiting rooms, waiting lobby 8 hours fighting management finally got premium room.what hole, cigrettes crushed walls, mold, nasty, pool area filthy, im sure 15 years ago place nice, not subject family hotel, not mention locals rude tourists 17 people murdered 3 days there.our cab driver told drug lords fighting turf, people san juan alot learn treat tourists spend city.the wyndam condado run dirty hotel great view,  ",0
"bad experience hotel reckon 4 star rating opinion 3 star rating generous.from tiny room size indifferent services staff really horrible experience blocked toilet shower head wont stay notify service dept did not tried charge item mini bar n't touch, strewth, nerve people, beware charged day internet just plug line not internet activity, said charge 140 hkd 24 hrs use 4hkd charged day rate, think best try place save troubles experienced.shame harbor plaza north point, unhappy customer talk,  ",0
"fortune fortune house fortune house condo hotel, furniture like dorm-room style couch metal frame stained removable cushions, no amenities, no services, no wireless internet rooms lobby, hotel relatively safe room clean, bed cheap, no tv bedroom living room, not want stay,  ",0
"prepared reviews pretty accurate, stopping day flying wanted simple room, ready small room, closets bigger, fairly noisy especially a/c, ca n't imagine room second person especially tiny glassed toilet/shower no not toilet room shower toliet shower head glass box 2ft length width, ceilings normal height free internet small fridge nice section city, 5 minutes mrt adequate hawker stand, clean room ok breakfast free ca n't complain, polite people desk.overall possible spend little lot better room location plan dropping sleep certainly clean cheaper especially,  ",0
"location ambience pricey, not pleased services stayed 2 nights attend wedding, ambience style nice wedding reception exactly bride wanted not pleased services, hotel dark guess caters hip trendy crowd.the cost parking drinks ridiculous, parking twice paid hawaii upscale hotel, careful promo code discounted rooms did not work us.i say beds comfortable pillows, note aware allow animals, son received numerous bites night, 14th floor did not view north hotel, housekeeping discarded items not discarded thou tux rental bags left bed, agree reviewer eat breakfast pike place market mcdonalds westlake center watching pennies, staying w not watching pennies, stay seattle not choosing w,  ",0
"disappointing stayed acevi villarroel 1st january 3 nights say disappointed, room given tiny window looked guest rooms virtually no natural light, receptionist helpful room slightly bigger small window bore little resemblance pictures room hotel website, bathroom fine swinging door complete lack privacy bit putting light dim getting ready bit difficult, rooms not soundproof located main street bottle bank ear plugs, barcelona beautiful city really didnt spend time room preferred slightly minimalist austere, dvd player cd player room surroundings n't conducive relaxing having glass wine, wouldnt rate hotel highly not returning,  ",0
"ok just want lay beach pool just facts review grounds/pools beautiful, great places relax pool beach little thatched roof shelters, provide floats pool snag early gone.rooms beautiful provide complimentary bottle local rumbeach nice not white sand big clean waves fun play inmosquitos n't plan eating outsde dark, nights husband tried eat poolside restaurant left ate mosquitos bad, point looked table counted mosquitos does n't include ones swarming, hotel does spray mosquitos brought repellant just not appetizing eat mosquitos table.food not best means day burgers sandwiches ok night n't impressed language barrier difficult order exactly menu.24 hr room service ha, tried order plate fruit waiting hour calling twice gave went restaurants serves pizza late night room service save drinks great having swim bar main pool pool bar right drinks inconsistent, thing twice regardless ask coco loco tasted, stick basics gin/vodka tonic, ok. little stingy beer, corona twist barteneders arm it.excursions n't, horseback riding ok dissapointment, got equipment poorly maintained broke, trying n't think perfected art excursions, additionally excursions bus exhaust dirt face bounced no fun, excursions promissed snack started asking snack loaded bus sent hotel no food 8-3 time got hotel restaurants closed prepare dinner try english difficult, hotel doctor works doctor does speak english minor problems ok.stomach issues- think did not sick, people got sick day sick 2-3 days, did n't drink water think ice drinks did n't use ice did n't sick careful like country bad water.exercise facilities- nice gym second floor non insulated building weak a/c unit, want work early morning prepare sweat usual, aerobics instructor offers classes day outside shelter beach pool exercise.safety resort feel safe tell not far walking beach pesterred mugged did n't like happen n't think really went long walks beach say nice resort n't expect leave resort pretty stuck, like relaxing pool beach food not important happy resort long mosquito repellant night, active type like explore vacation not place, just make sure set expectations right level,  ",0
"sorry arrival following confirmation air conditioning rooms escorted room nearly 10 minutes maze hallways stairs room actually outside main building adjacent structure, room air conditioning appeared room remained stifling hot hope avoid immediate desk moved.able room assured functioning air conditioning july temperatures excess 90f course thier main building mile closer lobby given acceptable room accomodate 1 2 nights reserved, arrange hotel senoir.are kidding, heard im sorry 25 times prior actual check morning.do not utilize hotel pierre time florence.thats thats,  ",0
"great location located mtr station central hong kong transport attractions.room small, fairly small suitcase able stack closet no room them- including floor space barely large, hk peak time april price ptretty high 347 aud night ex breakfast, decor tired especially bathroom quite shoddy repairs fittings tiles, tv reception poor, room clean fairly quiet beds comfortable.luckily hk spent little time hotel,  ",0
"not close 5/6 star week november 13 2005. service poor maid/turndown service poor 6:30pm room getting ready dinner hear knock door housekeeping daily activities 2 chocolates, honeymoon received zero recognition speaking conceierge, pool service non existent bar service slow, ashame anybody misplaced hurricane ended secrets punta cana instead secrets mexico, capri year fabulous thought secrets punta cana campare not close, resort need lot cosmetic repair renovation staff lesson friendliness, felix omelet chef/pool bartender afternoon/sports bar bartender night nicest guy resort worked hard smiled kudos, high expectations staying capri year, married resort week sunscape beach service staff friendliness blows secrets away,  ",0
"ca n't recommend positives position good exploring city, rooms resonable size, lots negatives shubby smell smoking, buffet breakfast not, lifts not stop level rooms luggage dragged extra steps, usual car access hotel impossible canal repair works hotel did not care contact customers advance suggest access rare nor signs arrival, no air conditioning, staff just neutral, overall no 2 star hotel, negative not stay,  ",0
"beautiful absolutely beautiful resort, large beach amazing pool runs length resort ample cabanas lounge chairs guests, impression stunning, room gorgeous, marble, bed comfortable bathing areas private, did maintenance problem solved quickly, really complaints food customer service, huge selection food yes, entire selection food absolutely disgusting not mention unsanitary, surprised did not sick end trip, customer service language barrier pretty bad think downfall customer service, looking lovely trip starved week,  ",0
"horrible tea gone awry partner 45th birthday planned incredible surprise booked 2 tickets round trip nyc lax, arranged w/ariana g hotel bel air private table w/swans candles flowers special champagne tea celebration, flew 6 hours lax rented car drove hotel flying home nyc redeye, emails confirmed, arrived 20 mins early hotel told wait tea begin table prepared, okay interim asked room plenty occupanc asked wait 20 mins fireplace, did staff forgot returned tea promptly time tea offiially begins, seated waited waited waited greet table unheard 15 minutes partner special birthay, cousre hadn planned type surprise fly partner country ignored hotel staff, picked phone explained situation penninsula drove prepared talbe fireplace arrange private harpist birthday greeted champagne, service moment notice n't 4 emails did w/the hotel bel air, continue company business beverly hills penninsula not stuffy tired snobby tired hotel staff hotel bel air, treat chose hotel competition just fly country arrange special tea service,  ",0
"hospitalized days know pay, went natura parc 7 day vacation 25 june 1st, total cost including airfare accommodation food taxes, 890pp montreal, got paid suppose.we ended going hospital medication ear infections, day supposed leave hospitalized days told not fly weekend, hospitalization colored view entire stay, hospital hospitalizes shows days, hard not think scam 360/night hospital room 250 consultation doctor plus medications 2300 nights days.on positive note ground beautiful pink flamingos geese peacock lots palm trees beautiful white sandy beach, horrible.the rooms small old, nothing works dirty, mini bar room bottle water beers half bottle coke, trying convince replentish impossible, arrived called desk ask bottle opener times answered phone, asked wanted spa said no wanted bottle opener, finally communicating successfully told no bottle opener guest brought, no offer send room service, later room bathroom wall elegant, attached inside minibar.the main problem attitude, staff unhappy overworked unwilling help, convinced manager desk way difficult, family tried reach times simply no answer desk, guest relations desk joke, poor woman no whatsoever assisting way, tipped site absolutely no difference, n't think going spa, massage massage therapist actually answered phone middle massage continued massaging hand, manicures pedicures unhygenic not mention ugly, book hair appointment wash cold water no blow dry kudos staff brightened stay anthony pool bar months did n't know miserable alberto scuba instructor amazing, attentive staff overtones sexual harassment definitely not comfortable place woman man.i traveled places think make fair effort account differences country relatively low expectations price honestly n't recommend place,  ",0
"bad location service location hotel far away central barcelona, booked looked like nice boutique hotel pool great price cost time travel port olimpic plaza catalunya las ramblas example 10-15 euros taxi 20 euros diagonal/tres torres area expensive, better pay slightly room central hotel, hotel book cab callout charge clock 1.55 4 euros.the surrounding area underdeveloped quiet industrial not pleasant walk 10 mins metro tram definitely not night, people living shacks rooftops general area does n't feel secure.also problem room handled really badly rudely staff not resolved,  ",0
"hotel needs help bavaro beach need professional help, bed bugs bit legs night, checking nightmare, time cleared table dining room el caribe scrounge silverware.. no working tv no minibar towels got, worst rags home no exaggeration air conditioner lot noise no working phone took 3 days fix tv fixed called times 9 10 times, room floor dirty, asking leave coffee bags 4 times, asked did n't service got little annoyed mentioned asked times attitude, building 7,  ",0
"stolen vehicle no apologies stayed hotel end reverse park fly, employee told phone lots parking video surveillance, furthermore drove parking area check cars parked near entranceway spots, no information taken vehicle check security gone returned week later vehicle gone, stolen severely vandalized, employees no apologies called speak desk ask save tapes video surveillance week told no surveillance area, manager later defended employee told true lots irritated annoyed phone, saw getting ready hang offered check video records, called, vehicle sustained 5,000.00 worth damage, n't recommend hotel,  ",0
"better hotels just came omm hotel barcelona quite disappointed, good thing design, staff don__t look eyes, work hospitality smile, called 12.10 following question hi like know time leaving hotel, offensive tone, thing better ways ask guest, good thing spa.really really proffesional polite attentive.for 300___, definetely better hotels,  ",0
"worst experience hotel, worst experience hotel better service star hotel, good parts hotel beach rooms decent best, worst hotel service staff, stayed hotel nights friends wedding, staff hotel does not understand service means, yelled treated horribly event manager maid service staff, nothing hotel reflects star hotel, just list things went wrong hotel stay 1. salon staff barked yelled rushed pedicures manicures ridiculous paid 60 both.. gall ask tipped, managed make bleed 2. pastry platters supposed delivered bridal suite 10 did n't arrive 1pm, supposedly lost platters checked refridgeraters obvious place look looked insisted 3. called maid service night wedding tidy bridal suite did make beds clean bathroom, left dirty cups kitchen table left old food sat day left food carpet did n't vacum pick turned furniture, horrendous 4. asked complimentary bottle champagne make fact hotel guests tidy bridal suite room new bride groom informed no champagne premises champagne 4 star hotel ridculous hard believe, 5 consistently told nothing problems, 6. charged guest services did not use parking bar tabs.i stay let hold event, n't know deterioration wyndham chain just isolated issue doubts anytime think staying wyndham resort,  ",0
"clean room thats, let say upfront got room quarter normal price hotwire.com, price perfect bargain.if going pay going rate hotel where.your money clean room little bit small hey boston polite staff, just costs extra, premium quality hotel surprised did n't offer free internet access limited cable offering prices breakfast room ridiculous 23 toast juice, kidding right, think rate premium hotel upgraded soaps, want stay boston looking splurge stay look premium brand langham n't better higher end chains cater business traveler minus amenities,  ",0
"staff totally different planet, husband stayed pan pacific singapore 1 night weekend away, reservation online weekends package hotel offering online, stayed room 29-13.i wanted change details called hotel help, bad idea did n't know package booked kept asking got right hotel, exasperating 15 minutes phone hotel trying explain booked online reservation form managed resolve issue hotel website online phone staff help.on day checked informed reservation cancelled impolite manner, husband english ca n't speak mandarin, hotel check-in staff started speaking mandarin totally disregarding husband, thought inconsiderate staff 5-star hotel multi-racial country aware sensitivity, not, hotel kindly reinstate reservation not aware package comes, remind hotel staff happened stay, good thing upgraded room paranomic room paranomic balacony room, room typical 5-stars hotel good amenities comfy bed, bathroom sparkling clean shower difficult figure, spent 10 minutes trying read instructions given, balcony boring ugly balcony seen hotels, view good excellent view singapore skyline particularly breath-taking night, room service fast efficient, food nice serving big, check-out billed things supposedly free came package, pointed check-out staff counter-offered opinion forcefully putting nicely, end feel hotel doing goodwill waiving charges reservation printout stated, generally hotel delivered, staff did not, felt staff ill-informed impolite,  ",0
"no good cold noisy stayed busineess room 3 nights room clean confortable 27 meters, heating low really cold overcoat batroom worst thing horrible noise mornings neighbours waked, noise high ceiling going fall, not fault beacuse hotel not soundproofing, oppinion 3 start hotel fixed.staff really nice helpful breakfast good,  ",0
"left hotel sick awakened ill heavy sewer smell room, rest hotel okay, wife throwing having runs dehydrated aches/pains.the hotel thinks nothing wrong, literally denied boarding head dfw condition, begged begged able convince captain fly.the hilton answer complaint refund stay, medical bills pay, best hotel does not speak english, save hassle heard marriott place stay, booked sheration great,  ",0
"bad bad bad hotel verry bad pls not stay, close ramblas things service customer extremeley poor, terrible cant recommend,  ",0
"stay away folks not new york not typical cluless american traveling abroad fact quite patient laidback time traveling perimeter usa borders 30 years disappointed place like hotel resort management, try open minded brief possible categories check-in absolutely no control knowledge checking customers, like available, forget making specific reservations want, nice personnel complex knew rates availabilty rooms complex.beach admit nicest spread beaches seen, course hardly management beach, right mind start sweeping seaweed 1:30 afternoon, no hide case passing rain cloud.food, new years eve supposedly special evening food restaurants buffet, nice restaurant mexican air conditioned run efficiently, way long pants men thing n't care shorts n't care, food day.rooms lets room ants toilet did n't work door did n't close, worse janitor signed fixed toilet, took desk manager personally n't fixed, gave room floor leave attitudes.personnel liked dominicans barcelo resorts uneducated untrained n't paid, rude not helpful hardly spoke english, realize country 4 5 star resort key personnel speak english french german obviously spanish.complex barcelo complex 5 resorts belive palace god resort beach caribe golf casino, resort 5 10 minute walk slow trolley, belive complex jewel resorts management cashing investments, n't capital improvements grounds starting that.management evenings directors barcelo surrounded angry customers valid complaints does calls probably paid local authorities surrounds police bodyguards, trust crisis management, female attorney venezuela laying guy latino muchismo just blew, n't customer suppose taken care n't care long planeloads people coming france columbia venzuela eastern europe canadians really n't care.conclusion admit minority, counted hand americans, know n't try contrarian save money, unfortunately started iberostar resorts number 1 resorts like gala paridisus catolonia stay away barcelo, small details like internet service shows housekeeping refill fridges, email stay away resort complex honesty want money not provide service accomodations dated,  ",0
"hotel theft ruined vacation hotel opened sept 17 2007 guests week, happy stumble scouting hotels apt stay booked gobcn- commented post unexpectedly cancelled arrival stuck place stay la merce festival barcelona biggest year, like trying hotel times square new year eve, vacancies hotel 1. new 2. not ready guests, new, hotel towels straight factory not washed pilling shower, not ready, entire week sept 21 28 slept proper blanket comforter n't arrived, got chilly night gave fleece throw supplied sister hotel ciutat barcelona hotel lime green colour scheme red black white spare cold, drawback double beds singles adjoined n't bothered hotels linens separately fish sheets order sleep couple fall lie middle, beds hard firm so-so quality foam pillows, best qualities hotel location close las ramblas hear street noise somewhat walkable attractions bari gottic, designed clean stylish hotel not clean 10 rooms construction things like cement drippings not scraped linoleum floor room etc., importantly room safe not securely bolted floor.i travel cash coming korea unfavorable exchange rate preferred not use canadian visa card unsure korean credit cards work overseas turns did husband did n't, carried moneybelt time life like heard barcelona petty theft problems witnessing mass humanity las ramblas wallet separated person blink eye, saw hotel safe stored money explicitly advised hotel security briefing form given guests check-in use hotel safe not leave valuable objects large cash room, no central safe reception meant use safe room, day stay discovered contents hotel room safe missing, n't open lock code n't working, receptionist came master code unlocked safe gone, 1,700 euros husband passport missing, incredibly shocked shaken, hours police report investigation staff fingerprinted room brushed fingerprints, later discovered guest fake belgian passport invalid credit card adjoining room broken terrace not room room room steal bag day prior, came room unbolted shelving safe bolted dragged shelf safe room dragged shelf safe, switched safes, used rolling carry-on bag stole room carry safe, talk ingenious crime.we suffered not theft aftermath primarily dealing hotel manager manages ciutat barcelona hotel not elusive refused meet person accessible telephone staff evasive compensated, end says expedited insurance process euros returned finally day departure barcelona going venice weekend waiting usually 2 month-long process grateful not compensate costs recovering passport husband nationality korean going consulate barcelona discover honorary does n't issue passports informed embassy madrid new temporary passport traveled madrid train day 9 hour+ return trip wasted day insurance cover stolen money said.after theft shaken no energy appetite tour sights wanted gaudi buildings park guell forever teenager planned months trip husband week year notoriously short korean vacations managed link weekends time vacation time particularly precious squeezed day, belongings felt secure hotel thereafter.they gave cheque compensating lost euros signing document spanish indemnified claims, did n't want sign document said n't cheque, needed cash point basically blackmailed signing document.to add insult injury checking informed hotel payable robbery thing hotel, balked offered 25 reduction, refused threatened police not paying hotel, unbelievable, think hotel extremely apologetic offer no charge stay night 3 days trip absolutely ruined, told gladly paid entirety hotel trip went just planned incident caused hotel negligence lack security flimsy locks not checking guests properly not informing guests room theft completely marred stay barcelona, said pay room theft occurred compensated costs recovering husband passport, reiterated insurance covered lost money n't true usually insurance cover entire contents no, guests stolen bag surely receive reimbursement insurance company, plan pursue hotel wonder vain real stickler did n't responsibility liability n't fault guest, unlucky., end plane catch paid nights robbery gladly left hotel.incredibly attests petty crime problem barcelona absolutely beautiful city hotel guest room got bag stolen restaurant chair eating dinner, shaken accompanied police station file report, returned hotel n't fixed phone connection needed contact family boyfriend germany appeared unsympathetic, problems wi-fi connection, theft staff fine save manager professional apologetic theft, manager offered weakest apology night occured hard-line meant lot met face face, minimum heartfelt apology opinion.in mossos d'esquadra barcelona police young undercover vigilant excellent thorough impressive, got story theft bit bit uncovered things not hotel gave news, opposed random pickpocketing problem barcelona working hard resolve n't want lose tourists affects barcelonins treated crime quite seriously appeared inside job.all incredibly sad disappointing frustrating experience, hotel reacted affected things great deal stand proper felt free actually tour sights incident knowing working hard recover loss instead feeling insecure victimized.this hotel clearly not ready guests opened security properly established, cctv cameras helpful not entrance affixed terrace building, night area hopping wee hours c. tallers hotel located brightly lit deter muggings 4 star hotels corner.one receptionists said hotel overpriced 3 star hotel paying location newness minimalist style hotel, said walks 40 euros pocket.there wealth good hotel rooms apt stay opportunities barcelona city fabulous encourage seek,  ",0
"reservations beware wanted trip lifetime, thinking 5 star hotel hyatt reputation perfect, booked room week october weeks stay second week february, american airlines sunshine sale, arrived 6 pm told overbooked, wanted 2 days hotel, discussion allowed stay night, moved hotelthe day day, offered meal colony restaurant good 100 cash, second check people line said booked couple weeks ahead, deskmanager offer no explaination kicked overbooking excuse, wasted time transfering hotels packing repacking took away activity, look elswere beforeconsidering hyatt,  ",0
"not great, room corner room king bed big, floor, decor outdated, carpet pulling away wall, couch room wooden plank underneath uncomfortable lot noise sitting, couch stained, bed comfortable.bathroom grout shower extremely dirty, tub stains, shower curtain mold, shower pressure good temperature hard manage, toilet sink okay, nice toiletries provided.service good, staff nice helpful, let store luggage check-in, breakfast okay good buffet fruit scrambled eggs pastries, order omelet waffles wanted.amenities gift shop hair cutter site, daily parking fee 25 euros.neighborhood walking distance rijksmuseum van gogh museum, expected price 235 euros not including parking,  ",0
"absolutely horrid hotel absolutely horrible, second thought n't hotel-after days hotel came boils skin bug bites got barber told got lice, back..even paid let paying, joke place,  ",0
"return no, just returned yesterday hotel, following reviews left know different point view different expectations, 7th trip dominican good hotels not good, went objective expect, arrival hotel transat supposed separate check no indication desk just line wait wait wait, eventually transat showed directed booked different area hotel no signs indicate, check fine rooms not ready fine luggage room, did finally room facing dumpy area door resort bedding soiled room dirty called service course said coming right away, half hour later called no came, day asked different room gave day no questions asked tons people changing rooms, food buffet fine repetitive, tokyo la carte best overall, italian good french good, service la cartes great, ala carte served marlin dont remember didnt end eating, sat half hour people served come way, ended leaving going buffet late scrounge food.the pool beach great, pools maintained, tide strong beach windy beautiful none less.the resort spread takes couple days figure, yes things going day takes figuring action, know exactly look information luck.there 4 group point ended stomach problems food drink probably mixture non drinker problems.this hotel fine real 4 star hotel not, return hotel no,  ",0
"alright guess, went miami april 29-may 2 2005. standard room double beds, okay let start sayin 4 cramped little room, really toooooo small 4 people, restrooms old really needs upgrade, not mention toilet overflowed, n't fooled, hotel doe n't look like pic internet, art deco hotels look old like need work, recommend staying collins ave. ocean drive near, overall hotel okay did problems got cheap rate,  ",0
"stayed excellence club worse vacation wait room greenwater hot-tub room water overflowed showers black hairs robe blond tooth-pick hidden sandwich went cause infection face restraunts ok seafood good french restraunt yuck italian restraunt yuck flowers no scent fruit pineapple bland apple vacation reps no use, disco night time entertainment 11 pm lets just say far, ants mosquitosa live room tips let know not service sucks, 7 people doctor meds gave 3 days later not started work, no ice floors, list problems, let say people domican work nice just stuck bad management,  ",0
"great location extent, let lesson check sure air conditioning provided booking hotel, normally san francisco a/c not issue happened heat wave, small fan closet did little hot air, window looked interior shaft no cool air pull room, blinds broken room small, barely walk bed, hotel great location near bart station stay hotel fusion, small non-existant lobby continental breakfast pathetic..,  ",0
"beautiful, business excited visit based reviews photos expedia, hotel beautiful major flaws, asked wake-up early train milan subsequent flight milan london came, no alarm clocks room trust desk staff n't travel alarm clock, ended paying 200 change flight ended staying overnight paris connect london morning, desk unapolegetic mishap charged coffee gave waited desk scramble new flight no manager duty 10am, additionally noticed paris prescription pills missing carry-on bag florence, 10 years experience 3 months road year happen, noticed went room mishap cleaning people room guessed looting belongings, love stay hotel based experience,  ",0
"not went paradisus feb 20-24th 2006. say 3 star hotel trying really hard does fall short quality.the food merely passible, entertainment seen daughters high school musicals unless really water sports nothing lay pool beach room cockroach minifridge sand fleas bathroom.although phone took care just feel check-in room inspected cleanliness, curtains room stained brown gross asked address no-one did, bring lots sunscreen family got totally toasted hot hot sun, not quite paradise expected city poor deserted not reccomend going property, year definitely not return resort country..there plenty places,  ",0
"worst, impression looked ok. room n't ready check normal, desk girl alexis not friendly negative, room came search rear hotel elevator, entering room stale air stench overpowering, room old price 400 euros, starwood embarrassed, hotels stayed, room old worn, small flies room, weathered, checked did n't spend 15 minutes room, showed room just bad not clean, moved amstel hotel true 5 star,  ",0
"caution bavaro princess writing letter inform terrible vacation just experienced bavaro princess resort punta-cana dominican republic, unfortunate book week bavaro princess resort, booked so-called package, told vip package getting newly renovated suite closest ocean bath robes room beach towels room mini bar restocked daily premium drinks gourmet dinner licey restaurant, got 1.the room not renovated terrible shape bed sheets dirty pillow cases closet shelves, daughter lay clothes pillows able sleep wife lay towels bed able sleep, lay shopping bags closet shelves clothes, bitten beds bugs night, bed broken fixed week, cockroaches room, bugs bathroom, 2.the room given not close beach row no sight beach let, 3.we complain days got bathrobes beach towels room, 4.the drinks gave mini bar bottles water cans coke cans seven, rest drinks extra charge including simple juice bottles, vip premium drinks, 5. pressure showers shower drip drip evening, 6.we booked vip package family arrived forced pay 15.00 dollars daughter order let eat licey restaurant, 7.the food restaurant specifically buffet restaurant dirty picked flies food plate times, not touch deserts buffet eyes flies resting peace big plates, 8.our daughter got sick day stomach food drinks, throwing diarrhea did lots kids adults, 9.the transportation buses deteriorated shape noisy hardly polluting environment let cases crowded wait long time able space, 10.we promised vip package reserved spots beach did not exist, 11.for week specifically asked hotel manager refused let meet hotel manager refused,  ",0
"beware- location end singapore just got tour hkg singapore chose stay changi coz didnt time book hotel place ones available.the hotel located end singapore need cab hotel.if tourist recommend look stay singapore.there no mrt connections hotel closest mrt 20 minutes cab ride away.i cab time walked hotel anywhere.the rooms okay bit jaded.the floor stayed quite busy noisy guests lobby loud clear 12.30 sucked coz 2 days singapore wanted visit places, staff hotel pretty slow thought amateurish no clue singapore, suggeststay hotel plenty time money spare coz rooms relatively affordable nothing,  ",0
"n't consider unfortunately horrible trip 10 wonderful ones taken, globalia grand punta cana looks good surface truly unacceptable nightmarish experience, room looked beautiful luke warm water showers, ceiling leaked streaming tub coming light fixture, room smelled stronly mold sick, smell mold penetrated suitcases ruined sheets towels pillows, beach towels smelled looked not washed, asked issues resolved not understood lied telling fixed, food poor quality struggled eating potatoes, adventurous easy-to-please eaters not eat main entres wandering mystery meat consuming, finally spotted rat near walkway day feces floating pool, communicating staff near impossible, contacted apple vacations carols travel orland park update response,  ",0
"terrible, husband stayed frenchmen january, worst hotel stayed, floors dirty, furniture old ugly, roaches bathroom, left hotel left pillow, called hotel asked send, agreed sent pillow calling times talking manager agreed send, stay,  ",0
"pass executive suite not worth money having planned seeing boston 50th birthday chose park plaza staying towers section extra service, no extra service daily breakfast no food arrival concierge room cleaning early stating time breakfast week ended earlier weekend, not literature booking, time difference meant eat early not, having paid extra pampered definitely not hotel stay pampering, concierge itinerary heard, needless say concierge not typically present desk ignored unless engaged conversation previous sentence regarding end result request, pictures rooms online not, rooms old small, queen size bed desk dresser took room wih just small walk-way, hotel convenient park hotels convenient activities boston probably prone customer satisfaction.dissatisfied defninitely not recommend, addition brother-in-law mom died requested leave early hotel.com told park plaza not allow refund day early departure, mind hotel.com advertises changes accomodated, misleading far concerened,  ",0
"american stay away, just got amsterdam loved stay victoria hotel, 5 nights encountered rude employees really did n't let checked, not did add hidden charges debit card totaling 355 euros bank statement charged additional 55 euros approval, no idea thinking going removed starting headache,  ",0
